Crop,pH,Temp,Rain,Humidity,Nitrogen,Phosphorus,Potassium,Oxygen
watermelon,7,26,564,63,72,40,102,19
watermelon,7,29,598,64,95,44,88,18
watermelon,6,29,504,68,66,38,116,18
watermelon,6,26,703,65,85,38,94,19
watermelon,7,25,690,63,63,38,80,19
watermelon,6,25,553,61,92,40,105,18
watermelon,7,30,766,70,84,44,83,18
watermelon,6,27,584,63,91,46,112,19
watermelon,6,25,786,68,100,42,82,21
watermelon,6,23,741,68,76,38,112,21
watermelon,7,26,639,61,88,45,113,20
watermelon,6,21,572,67,82,50,117,20
watermelon,6,22,573,60,77,39,104,20
watermelon,6,29,685,61,83,40,94,20
watermelon,6,30,585,67,91,45,101,21
watermelon,7,23,708,69,71,42,120,19
watermelon,7,25,556,68,74,48,112,20
watermelon,6,21,740,66,78,47,117,21
watermelon,6,25,668,65,70,30,86,19
watermelon,6,24,561,65,88,46,118,21
watermelon,6,28,691,62,100,30,109,21
watermelon,7,25,521,68,65,48,87,21
watermelon,7,29,683,62,90,30,98,20
watermelon,7,23,528,61,66,43,116,18
watermelon,7,28,629,62,98,36,105,21
watermelon,6,24,576,64,62,37,93,19
watermelon,6,27,618,63,79,49,112,20
watermelon,6,26,602,69,96,39,104,20
watermelon,6,24,638,64,69,46,86,21
watermelon,7,21,675,64,98,41,103,21
watermelon,6,29,795,60,95,48,97,18
watermelon,6,30,560,60,79,44,103,20
watermelon,6,24,615,61,80,40,80,20
watermelon,7,21,528,66,83,46,119,20
watermelon,6,23,758,66,68,48,82,19
watermelon,6,26,681,60,67,46,105,19
watermelon,6,21,595,70,63,35,82,20
watermelon,7,23,577,64,69,36,107,20
watermelon,7,30,622,66,78,45,89,19
watermelon,6,20,662,65,87,42,94,19
watermelon,6,28,590,67,82,46,90,19
watermelon,6,26,776,68,97,37,115,21
watermelon,7,23,734,62,85,43,110,18
watermelon,7,30,503,60,62,32,100,19
watermelon,7,26,681,70,65,33,93,20
watermelon,6,20,790,67,86,40,84,19
watermelon,7,26,641,64,64,30,91,21
watermelon,7,28,534,64,96,40,97,18
watermelon,6,28,580,65,67,48,92,20
watermelon,7,24,571,67,80,34,113,20
watermelon,7,26,578,60,86,47,95,21
watermelon,7,27,710,64,81,31,112,19
watermelon,7,28,756,67,80,35,81,19
watermelon,7,20,536,61,89,46,119,20
watermelon,7,27,612,60,96,34,95,19
watermelon,6,29,756,64,61,46,82,21
watermelon,6,21,736,63,87,50,99,19
watermelon,6,25,584,61,81,47,88,20
watermelon,7,24,538,66,96,33,117,18
watermelon,6,27,632,63,92,42,113,18
watermelon,6,27,771,66,73,36,80,19
watermelon,7,27,559,60,80,39,101,19
watermelon,6,28,526,64,69,37,115,18
watermelon,7,24,500,66,86,40,104,18
watermelon,7,28,708,66,60,42,117,20
watermelon,7,23,721,60,84,32,113,19
watermelon,7,21,756,67,100,49,94,21
watermelon,6,22,500,69,74,39,87,21
watermelon,6,26,599,63,65,44,107,20
watermelon,7,29,782,60,99,32,112,19
watermelon,7,20,646,67,80,45,118,19
watermelon,6,30,696,64,92,37,112,18
watermelon,6,26,668,70,94,46,83,21
watermelon,7,20,546,61,86,30,104,20
watermelon,7,30,764,67,74,49,98,21
watermelon,7,22,555,62,82,40,89,21
watermelon,6,20,574,63,77,32,110,20
watermelon,6,22,575,66,69,45,101,21
watermelon,7,30,572,61,86,47,82,20
watermelon,7,24,619,62,84,41,83,19
watermelon,7,22,771,66,82,33,116,19
watermelon,7,26,629,62,87,33,98,21
watermelon,7,26,727,69,63,49,118,19
watermelon,7,21,710,67,70,45,107,18
watermelon,7,23,558,64,100,45,115,20
watermelon,7,27,605,67,67,48,91,19
watermelon,7,27,657,70,79,37,100,21
watermelon,6,29,607,70,93,48,88,18
watermelon,6,23,798,66,85,36,109,19
watermelon,7,23,605,62,92,45,111,21
watermelon,7,25,708,60,72,50,95,18
watermelon,7,25,791,61,83,38,88,20
watermelon,6,30,599,65,77,44,81,21
watermelon,7,25,646,63,67,49,117,21
watermelon,7,27,672,65,74,48,97,19
watermelon,7,24,511,61,99,36,108,20
watermelon,7,24,568,69,73,38,83,20
watermelon,7,29,634,67,74,32,109,21
watermelon,6,20,757,70,89,44,113,19
watermelon,7,24,715,66,69,44,104,21
watermelon,7,20,633,62,63,46,101,20
watermelon,7,30,572,68,65,38,117,18
watermelon,7,26,516,60,74,34,96,18
watermelon,6,20,751,64,83,37,108,21
watermelon,7,21,626,70,96,36,86,20
watermelon,7,26,558,67,70,34,116,19
watermelon,7,22,684,61,68,45,82,21
watermelon,7,22,756,61,65,38,112,20
watermelon,7,22,748,61,66,41,108,21
watermelon,6,27,532,65,85,33,90,18
watermelon,6,22,571,69,71,33,100,21
watermelon,6,26,628,70,96,32,115,18
watermelon,7,27,643,69,87,41,104,21
watermelon,6,22,723,68,87,45,107,19
watermelon,6,20,659,67,75,39,99,19
watermelon,7,20,695,66,91,32,86,18
watermelon,6,24,697,61,68,31,120,20
watermelon,6,24,655,68,72,31,95,21
watermelon,6,22,746,63,96,41,95,21
watermelon,7,27,589,67,93,33,120,21
watermelon,7,23,790,61,68,48,85,18
watermelon,6,21,758,67,60,49,91,21
watermelon,6,22,750,64,86,31,106,20
watermelon,7,29,791,70,68,31,85,19
watermelon,7,23,568,66,79,33,105,21
watermelon,6,28,670,61,100,31,89,21
watermelon,7,24,576,67,65,42,105,18
watermelon,6,25,519,65,98,48,110,20
watermelon,7,25,796,65,89,49,102,20
watermelon,7,26,668,61,76,44,111,19
watermelon,7,30,720,63,64,39,85,21
watermelon,7,25,669,70,87,49,109,20
watermelon,7,23,595,67,63,38,114,20
watermelon,6,25,698,70,68,46,113,18
watermelon,6,26,569,68,67,43,114,21
watermelon,7,27,646,67,81,46,85,18
watermelon,6,20,603,66,81,45,100,19
watermelon,6,21,692,70,90,43,91,20
watermelon,6,30,757,64,61,39,110,21
watermelon,6,27,693,65,71,41,114,21
watermelon,7,27,797,61,63,33,112,18
watermelon,7,29,717,65,81,36,95,19
watermelon,6,22,710,67,85,36,95,18
watermelon,7,29,542,63,99,45,88,18
watermelon,6,30,607,70,99,48,95,19
watermelon,6,27,697,70,76,44,91,20
watermelon,7,26,688,70,73,39,99,20
watermelon,6,21,616,69,68,41,80,18
watermelon,7,23,518,67,87,36,112,18
watermelon,6,22,599,63,87,33,114,18
watermelon,7,30,765,66,64,46,93,20
watermelon,6,22,685,60,70,30,80,21
watermelon,6,29,593,67,78,43,115,21
watermelon,7,20,561,64,71,50,114,19
watermelon,6,24,601,65,64,36,97,21
watermelon,6,25,694,64,70,49,107,19
watermelon,7,22,650,63,92,36,115,20
watermelon,6,23,526,67,61,36,84,18
watermelon,7,29,782,64,96,49,101,18
watermelon,6,28,598,70,100,33,117,19
watermelon,7,27,595,69,71,48,105,18
watermelon,7,23,647,67,71,37,97,20
watermelon,7,30,727,70,86,30,112,18
watermelon,6,25,682,68,77,50,95,20
watermelon,6,21,586,66,92,37,99,20
watermelon,7,30,648,69,69,46,84,18
watermelon,6,29,746,66,96,40,86,18
watermelon,7,23,544,70,80,37,104,21
watermelon,6,28,683,66,98,42,111,21
watermelon,7,28,646,66,95,42,84,19
watermelon,6,22,602,60,71,30,93,19
watermelon,7,24,728,70,94,39,89,20
watermelon,7,26,727,65,80,39,89,21
watermelon,6,27,562,65,82,30,108,21
watermelon,6,21,777,68,96,30,95,18
watermelon,7,21,613,63,100,46,115,19
watermelon,7,26,537,64,93,39,114,21
watermelon,6,27,558,64,67,37,102,21
watermelon,7,28,681,61,87,35,91,20
watermelon,6,29,667,66,90,46,112,20
watermelon,6,23,762,68,69,37,89,18
watermelon,6,29,685,67,65,50,84,18
watermelon,7,22,669,67,71,30,110,21
watermelon,7,23,644,61,76,44,113,19
watermelon,6,22,666,67,76,46,88,19
watermelon,6,27,567,66,85,45,101,21
watermelon,7,21,586,61,89,38,96,19
watermelon,6,29,523,65,70,42,111,21
watermelon,6,22,690,70,79,42,98,20
watermelon,7,21,761,61,89,32,82,18
watermelon,6,21,799,61,82,44,116,18
watermelon,7,21,531,70,93,37,114,21
watermelon,7,26,775,61,76,41,104,18
watermelon,6,30,553,60,80,42,109,21
watermelon,7,21,570,61,75,44,109,19
watermelon,6,23,581,66,70,30,101,20
watermelon,7,30,523,60,67,31,109,21
watermelon,6,20,622,60,96,41,105,20
watermelon,7,22,585,63,97,42,118,18
watermelon,7,30,789,64,69,31,91,21
watermelon,7,24,722,67,72,37,116,18
watermelon,6,20,513,62,66,32,87,18
watermelon,6,29,695,60,76,40,108,18
watermelon,6,23,781,69,68,33,93,18
watermelon,7,21,556,60,96,40,82,20
watermelon,7,30,659,67,94,49,110,19
watermelon,6,20,551,65,61,44,91,19
watermelon,6,21,723,69,75,33,105,19
watermelon,7,24,737,62,92,42,113,20
watermelon,6,28,729,66,83,37,89,18
watermelon,6,20,733,70,93,41,89,20
watermelon,6,30,624,61,64,30,91,20
watermelon,6,24,559,66,100,34,106,20
watermelon,7,22,733,70,79,49,113,21
watermelon,7,26,714,70,99,41,105,21
watermelon,7,24,698,63,87,42,113,18
watermelon,6,27,550,62,90,37,111,21
watermelon,7,23,605,63,71,38,90,21
watermelon,7,20,716,60,65,31,118,19
watermelon,6,23,688,67,63,30,115,19
watermelon,6,24,551,69,66,42,82,20
watermelon,6,28,637,66,65,46,115,18
watermelon,7,24,631,70,85,30,109,20
watermelon,6,28,501,67,69,30,104,20
watermelon,7,23,628,65,61,30,95,20
watermelon,6,20,521,60,88,39,101,21
watermelon,7,20,672,60,100,41,89,21
watermelon,7,20,565,64,65,47,94,18
watermelon,6,21,516,63,61,48,119,19
watermelon,6,23,766,68,66,40,107,21
watermelon,6,30,721,67,64,40,83,18
watermelon,6,26,500,67,85,38,96,21
watermelon,6,26,583,61,89,31,86,21
watermelon,7,20,633,64,87,35,84,21
watermelon,6,28,670,64,60,38,81,20
watermelon,6,22,688,64,96,48,100,18
watermelon,7,24,636,69,94,42,102,19
watermelon,6,22,652,61,92,37,82,19
watermelon,7,30,580,60,96,47,80,19
watermelon,7,26,518,61,69,39,120,20
watermelon,6,20,519,63,89,40,118,20
watermelon,7,30,546,62,62,32,97,20
watermelon,7,20,580,66,73,50,93,21
watermelon,7,23,619,67,99,44,86,21
watermelon,7,26,594,67,83,41,119,20
watermelon,7,28,508,60,85,41,110,18
watermelon,7,30,532,69,94,33,100,20
watermelon,7,29,696,69,86,43,88,20
watermelon,7,20,668,67,75,49,100,21
watermelon,7,26,614,63,69,43,107,18
watermelon,7,29,632,61,92,30,105,18
watermelon,7,22,504,63,60,37,86,18
watermelon,7,30,660,62,71,49,95,21
watermelon,7,24,649,62,86,48,80,20
watermelon,6,30,702,67,87,49,112,19
watermelon,7,23,734,68,86,49,102,20
watermelon,6,29,728,68,70,31,115,20
watermelon,6,27,702,60,83,42,85,18
watermelon,6,25,610,61,78,41,94,21
watermelon,7,27,688,63,79,35,111,21
watermelon,7,26,502,62,98,34,85,19
watermelon,7,29,637,68,64,48,81,18
watermelon,6,30,735,69,87,31,85,19
watermelon,6,25,742,65,94,37,96,18
watermelon,7,24,575,69,95,38,106,18
watermelon,6,26,642,64,91,48,90,19
watermelon,6,23,619,63,65,34,103,21
watermelon,7,26,724,68,100,39,83,19
watermelon,6,28,601,69,73,37,97,19
watermelon,7,20,706,63,90,30,104,19
watermelon,7,30,518,65,60,34,112,21
watermelon,7,22,573,65,84,37,82,21
watermelon,7,27,500,63,88,38,104,19
watermelon,6,24,583,61,64,37,94,20
watermelon,6,25,753,66,93,37,112,21
watermelon,6,29,740,65,97,39,81,19
watermelon,7,26,785,70,74,44,112,19
watermelon,6,21,791,60,71,50,100,18
watermelon,6,24,568,62,95,33,101,19
watermelon,7,21,740,63,83,37,82,20
watermelon,7,25,695,69,86,34,102,21
watermelon,7,28,570,62,98,32,115,21
watermelon,7,28,572,61,70,32,83,18
watermelon,7,27,746,61,97,44,95,20
watermelon,6,22,709,60,93,38,90,21
watermelon,7,28,617,66,66,33,87,21
watermelon,7,21,533,62,81,44,104,21
watermelon,6,23,714,60,97,48,107,21
watermelon,7,21,688,65,70,42,102,20
watermelon,6,28,616,68,84,36,91,20
watermelon,7,30,760,66,62,44,106,18
watermelon,7,28,635,64,62,32,84,20
watermelon,6,21,708,67,95,35,105,20
watermelon,6,25,708,69,96,30,91,19
watermelon,7,30,733,64,97,50,104,18
watermelon,6,21,658,61,100,50,106,18
watermelon,6,22,586,65,76,46,119,18
watermelon,6,23,574,64,88,33,95,21
watermelon,7,30,650,67,72,42,115,19
watermelon,7,22,751,64,90,43,95,18
watermelon,6,23,787,70,81,39,117,21
watermelon,7,20,535,62,74,47,118,19
watermelon,6,29,640,65,82,43,92,20
watermelon,6,27,580,70,82,45,110,18
watermelon,7,30,766,68,63,31,106,20
watermelon,7,30,516,62,63,46,103,18
watermelon,6,23,796,65,100,31,89,18
watermelon,6,23,785,68,91,49,98,20
watermelon,6,23,519,66,93,34,90,18
watermelon,7,29,694,69,72,38,112,20
watermelon,7,30,575,64,92,35,114,21
watermelon,7,21,722,62,76,33,92,20
watermelon,7,27,747,61,65,30,94,20
watermelon,7,28,621,65,77,30,120,20
watermelon,7,24,792,65,100,45,110,18
watermelon,7,29,634,61,85,48,99,21
watermelon,6,26,790,61,61,47,96,21
watermelon,6,24,718,62,64,45,82,19
watermelon,7,23,533,62,95,40,81,19
watermelon,7,28,723,70,85,35,104,20
watermelon,7,25,515,62,100,50,95,21
watermelon,6,20,753,65,68,48,114,20
watermelon,6,28,753,68,97,46,109,20
watermelon,6,20,596,66,79,38,87,20
watermelon,6,30,626,64,72,43,111,19
watermelon,7,24,786,63,89,42,113,19
watermelon,7,27,504,70,94,48,113,21
watermelon,7,26,714,70,80,49,103,19
watermelon,6,29,590,67,92,45,112,18
watermelon,7,28,536,66,62,47,120,20
watermelon,7,27,735,61,72,38,88,21
watermelon,7,22,772,61,66,41,93,18
watermelon,7,29,520,69,67,50,114,18
watermelon,7,30,711,61,62,34,96,20
watermelon,7,24,628,69,85,44,83,18
watermelon,7,30,762,65,99,35,109,19
watermelon,6,26,573,64,97,46,98,19
watermelon,7,20,626,61,98,45,89,18
watermelon,6,23,674,66,90,35,116,21
watermelon,7,28,578,62,76,37,107,20
watermelon,7,27,768,63,62,34,103,21
watermelon,7,24,596,67,63,42,90,21
watermelon,6,22,796,64,74,41,102,21
watermelon,6,22,729,60,81,37,90,20
watermelon,7,27,638,69,69,49,119,18
watermelon,6,26,693,61,74,39,107,20
watermelon,6,27,737,63,71,45,113,18
watermelon,6,29,572,64,93,36,95,20
watermelon,6,20,640,70,63,37,96,18
watermelon,7,29,749,70,77,36,116,20
watermelon,7,30,663,65,95,31,109,21
watermelon,7,24,570,60,60,37,81,19
watermelon,7,20,613,62,86,34,103,19
watermelon,7,24,543,64,86,44,88,21
watermelon,7,27,522,68,60,45,113,19
watermelon,6,24,752,64,72,38,89,18
watermelon,7,29,625,70,77,42,99,21
watermelon,6,27,540,69,67,37,98,19
watermelon,6,27,559,70,60,35,90,19
watermelon,7,30,639,66,75,50,86,18
watermelon,7,30,563,62,94,32,105,21
watermelon,7,20,675,68,67,42,90,21
watermelon,6,20,528,69,86,33,111,20
watermelon,7,22,665,66,74,37,82,21
watermelon,6,24,766,67,89,48,110,19
watermelon,6,26,689,61,83,49,114,19
watermelon,6,22,622,70,75,38,120,19
watermelon,7,23,509,66,100,44,119,21
watermelon,6,27,624,64,96,47,106,19
watermelon,6,23,527,61,98,40,82,19
watermelon,7,30,543,64,73,30,81,20
watermelon,6,22,509,67,82,43,93,18
watermelon,7,22,720,67,84,46,119,21
watermelon,6,29,560,63,60,35,97,19
watermelon,7,29,718,62,77,33,113,20
watermelon,7,29,670,70,92,42,100,19
watermelon,7,28,728,65,68,38,83,21
watermelon,6,28,777,70,80,31,105,20
watermelon,6,29,504,66,97,47,92,21
watermelon,6,26,585,63,88,36,120,20
watermelon,6,27,685,62,66,47,99,19
watermelon,6,25,590,66,70,46,116,20
watermelon,7,30,693,70,67,34,113,21
watermelon,7,29,771,70,87,35,111,19
watermelon,6,26,764,70,92,31,91,21
watermelon,6,30,622,69,71,35,85,21
watermelon,7,24,648,69,84,49,93,19
watermelon,6,20,593,63,65,43,106,18
watermelon,7,21,619,64,93,37,95,18
watermelon,7,22,615,61,70,38,95,20
watermelon,6,24,569,60,64,42,93,18
watermelon,6,22,638,63,81,47,99,21
watermelon,7,29,604,66,63,34,108,21
watermelon,7,25,612,70,75,32,86,21
watermelon,6,20,725,65,90,31,100,18
watermelon,6,29,714,61,88,34,106,18
watermelon,6,21,640,65,96,40,90,19
watermelon,7,29,570,63,77,31,103,18
watermelon,7,22,541,64,69,41,96,21
watermelon,6,22,572,66,78,45,89,19
watermelon,7,20,714,60,85,46,84,19
watermelon,6,26,653,65,98,48,89,19
watermelon,6,27,567,70,96,49,119,19
watermelon,6,29,701,67,83,40,99,18
watermelon,6,23,525,62,92,33,101,19
watermelon,7,24,576,64,94,39,106,19
watermelon,7,25,507,60,91,31,120,18
watermelon,6,21,760,61,94,46,88,20
watermelon,7,27,539,66,62,37,101,20
watermelon,7,23,558,65,92,30,83,20
watermelon,7,29,730,69,94,46,87,19
watermelon,6,24,605,68,84,36,89,19
watermelon,6,29,738,62,61,47,82,18
watermelon,7,27,591,62,77,45,93,21
watermelon,7,29,669,60,73,40,105,21
watermelon,6,24,547,62,63,32,102,21
watermelon,6,30,557,68,68,38,117,19
watermelon,7,24,537,69,70,37,104,21
watermelon,7,24,514,68,83,38,111,18
watermelon,6,26,532,61,70,42,85,18
watermelon,7,22,536,68,75,33,103,19
watermelon,6,22,689,67,98,48,98,20
watermelon,6,20,677,64,69,32,116,20
watermelon,6,29,665,67,80,36,103,18
watermelon,7,27,534,69,85,49,96,20
watermelon,7,23,572,67,76,42,118,21
watermelon,7,30,544,70,78,48,94,18
watermelon,7,23,524,69,90,31,80,20
watermelon,6,27,731,62,78,49,120,19
watermelon,7,25,574,70,92,38,101,21
watermelon,6,25,575,61,79,37,113,21
watermelon,6,21,689,69,72,46,106,20
watermelon,7,28,596,62,82,50,100,18
watermelon,6,28,670,69,65,39,94,20
watermelon,6,25,621,60,66,43,81,18
watermelon,7,23,639,61,81,43,117,21
watermelon,7,27,568,62,82,47,86,21
watermelon,7,27,648,70,66,31,105,18
watermelon,6,25,755,61,62,46,102,21
watermelon,7,23,551,68,68,31,95,18
watermelon,6,30,737,61,61,42,118,18
watermelon,6,26,503,62,74,31,99,19
watermelon,7,24,739,70,91,31,99,18
watermelon,7,30,538,61,75,36,120,19
watermelon,7,29,560,66,62,30,113,19
watermelon,7,26,511,60,95,30,82,18
watermelon,7,24,531,64,93,45,91,19
watermelon,6,26,661,68,88,50,117,19
watermelon,6,24,791,61,93,42,114,18
watermelon,7,30,729,60,96,32,108,19
watermelon,6,20,791,65,87,42,114,20
watermelon,6,21,749,60,81,35,95,21
watermelon,7,28,706,60,63,37,113,19
watermelon,7,26,565,66,78,46,117,18
watermelon,6,21,662,67,60,46,97,19
watermelon,6,24,592,70,75,31,110,18
watermelon,7,28,642,67,71,44,116,21
watermelon,6,22,652,68,91,34,116,18
watermelon,6,22,637,67,73,36,86,21
watermelon,6,23,673,69,88,31,115,18
watermelon,6,24,709,60,62,38,113,21
watermelon,7,21,608,64,61,32,119,20
watermelon,7,28,690,67,90,38,119,18
watermelon,7,29,676,66,74,47,96,20
watermelon,6,23,526,65,98,35,120,19
watermelon,6,24,636,70,66,45,104,18
watermelon,6,30,565,62,71,45,91,18
watermelon,7,28,731,68,61,32,95,18
watermelon,7,21,503,61,91,35,91,20
watermelon,6,23,787,67,80,33,90,20
watermelon,6,22,550,66,60,50,107,18
watermelon,6,22,556,67,77,41,95,18
watermelon,7,30,611,66,90,39,107,19
watermelon,7,25,513,61,78,32,83,19
watermelon,7,21,564,70,62,33,94,18
watermelon,6,25,790,61,95,30,90,21
watermelon,6,21,571,68,92,46,87,21
watermelon,7,25,545,67,82,50,95,19
watermelon,7,26,542,69,68,40,92,21
watermelon,6,28,682,63,65,49,86,19
watermelon,6,20,726,70,86,42,82,18
watermelon,7,28,729,70,81,40,107,19
watermelon,7,28,601,61,92,39,96,18
watermelon,7,27,782,70,66,30,93,19
watermelon,7,28,549,68,64,30,86,20
watermelon,7,23,791,69,97,34,90,21
watermelon,7,23,637,63,91,37,96,21
watermelon,7,29,647,65,74,48,92,18
watermelon,6,23,779,61,97,32,100,20
watermelon,7,29,674,60,64,41,115,21
watermelon,6,28,641,62,66,50,90,18
watermelon,6,20,570,70,83,45,93,20
watermelon,6,20,749,67,68,33,120,20
watermelon,6,30,742,61,77,40,109,20
watermelon,7,29,566,64,88,37,104,21
watermelon,7,26,528,65,66,38,96,19
watermelon,6,25,546,64,74,36,87,19
watermelon,7,21,582,60,75,40,110,20
watermelon,7,21,655,60,78,43,92,21
watermelon,7,20,520,69,69,34,86,21
watermelon,7,24,575,66,87,50,97,20
watermelon,6,25,732,62,92,47,81,19
watermelon,6,29,600,67,73,38,86,20
watermelon,6,30,719,67,72,46,115,18
watermelon,7,28,789,64,65,47,120,20
watermelon,7,21,594,64,79,37,108,19
watermelon,6,27,714,63,79,45,111,18
watermelon,6,27,781,60,100,40,107,18
watermelon,7,30,520,60,60,35,105,21
watermelon,7,30,569,65,62,40,98,21
watermelon,6,24,779,61,95,30,93,21
watermelon,7,24,625,62,96,45,109,21
watermelon,6,21,698,63,91,47,117,19
watermelon,7,24,632,67,82,50,96,20
watermelon,7,21,704,63,64,32,110,19
watermelon,6,25,600,69,90,39,120,19
watermelon,7,29,546,69,67,43,120,21
watermelon,7,21,601,61,66,43,114,18
watermelon,7,20,726,70,91,40,103,21
watermelon,7,21,632,65,96,40,118,18
watermelon,7,26,686,62,83,35,81,19
watermelon,7,23,622,67,77,31,116,19
watermelon,6,27,569,70,66,45,117,20
watermelon,6,29,527,60,73,35,98,20
watermelon,6,30,783,61,69,45,116,18
watermelon,6,22,707,66,64,30,83,19
watermelon,6,21,704,62,95,44,116,21
watermelon,6,21,781,67,98,41,110,20
watermelon,6,27,782,62,69,46,118,20
watermelon,6,26,542,65,73,35,120,21
watermelon,6,30,586,61,81,39,112,21
watermelon,7,25,594,67,86,33,88,20
watermelon,6,22,675,66,83,30,98,21
watermelon,7,29,735,69,81,35,100,19
watermelon,7,24,675,67,87,46,116,21
watermelon,7,29,581,68,83,44,111,18
watermelon,7,23,659,68,82,34,114,19
watermelon,6,24,518,61,98,37,118,20
watermelon,7,29,579,68,82,47,109,21
watermelon,7,26,683,62,64,42,103,21
watermelon,6,21,771,63,67,40,82,21
watermelon,7,20,679,69,89,47,113,18
watermelon,7,28,524,70,72,48,85,20
watermelon,7,23,570,65,69,33,120,18
watermelon,6,30,772,67,66,35,114,19
watermelon,6,29,579,60,70,47,95,18
watermelon,7,28,789,62,95,44,114,19
watermelon,7,28,740,63,88,44,107,19
watermelon,6,28,755,68,76,48,94,20
watermelon,7,30,510,61,88,32,85,19
watermelon,7,28,670,69,73,49,115,21
watermelon,7,21,532,60,77,40,119,19
watermelon,6,28,789,66,99,31,112,21
watermelon,7,25,641,66,91,30,100,18
watermelon,7,22,746,62,71,34,91,21
watermelon,6,21,601,64,76,44,101,20
watermelon,6,26,569,70,92,33,108,19
watermelon,7,24,795,70,71,30,97,18
watermelon,7,23,608,62,83,46,88,21
watermelon,7,24,786,68,65,35,113,19
watermelon,6,21,571,65,97,35,96,19
watermelon,7,22,575,61,60,49,117,21
watermelon,6,23,775,70,85,34,104,18
watermelon,6,28,575,65,96,38,117,21
watermelon,7,27,762,68,86,38,83,20
watermelon,7,26,540,60,92,44,94,19
watermelon,7,29,662,63,67,31,113,20
watermelon,7,20,764,63,86,39,83,19
watermelon,6,28,502,69,84,39,89,19
watermelon,7,21,789,63,63,49,118,20
watermelon,7,28,765,60,73,38,82,19
watermelon,7,22,652,67,74,36,104,20
watermelon,7,22,636,65,65,31,80,21
watermelon,7,24,730,64,94,43,88,21
watermelon,6,22,763,68,96,48,116,18
watermelon,6,21,592,69,67,36,93,21
watermelon,6,23,580,61,84,37,89,19
watermelon,6,30,776,66,95,31,96,20
watermelon,6,20,659,64,78,30,119,18
watermelon,6,30,571,63,83,48,84,20
watermelon,6,21,723,67,63,39,88,18
watermelon,6,25,541,63,77,46,118,21
watermelon,7,30,759,63,72,38,94,21
watermelon,7,21,575,70,81,30,111,19
watermelon,6,26,565,69,69,32,113,21
watermelon,6,27,540,65,91,44,96,19
watermelon,6,22,731,68,78,33,80,18
watermelon,7,22,670,66,79,50,102,21
watermelon,6,27,547,70,67,30,119,20
watermelon,6,21,510,69,63,43,108,21
watermelon,7,23,574,67,75,33,96,20
watermelon,7,23,714,66,66,49,110,20
watermelon,6,22,585,62,91,35,98,19
watermelon,6,20,781,62,87,49,110,20
watermelon,7,28,679,68,92,48,103,18
watermelon,7,27,599,60,92,30,85,20
watermelon,6,27,664,60,77,49,98,19
watermelon,7,28,643,65,71,49,95,18
watermelon,6,27,651,66,68,35,80,20
watermelon,7,26,508,69,77,50,113,20
watermelon,7,27,786,63,77,49,88,20
watermelon,6,27,510,63,77,31,101,18
watermelon,7,26,617,64,67,34,116,21
watermelon,7,26,661,68,88,37,81,18
watermelon,7,23,618,60,63,35,106,18
watermelon,7,20,675,61,90,35,116,18
watermelon,7,21,647,68,94,30,112,21
watermelon,6,21,650,67,60,46,108,20
watermelon,7,22,614,62,77,36,97,18
watermelon,7,20,593,60,67,34,118,21
watermelon,7,27,525,60,96,34,86,21
watermelon,7,28,571,65,72,36,93,18
watermelon,7,26,623,70,89,37,117,20
watermelon,6,30,548,61,83,44,83,20
watermelon,7,28,600,67,69,43,115,19
watermelon,6,20,715,60,84,30,98,18
watermelon,6,22,731,66,83,43,117,18
watermelon,7,20,723,65,79,46,90,21
watermelon,7,21,733,60,78,49,96,20
watermelon,7,27,789,67,98,34,115,21
watermelon,6,24,757,63,66,33,119,21
watermelon,6,23,501,69,77,45,85,19
watermelon,7,21,675,60,87,40,92,18
watermelon,7,29,789,70,81,32,105,18
watermelon,6,21,646,64,88,32,94,19
watermelon,7,24,728,64,69,35,107,19
watermelon,6,21,513,68,100,33,88,19
watermelon,6,24,519,66,99,49,105,20
watermelon,6,23,679,69,88,35,111,20
watermelon,6,23,688,69,89,31,108,18
watermelon,6,28,560,66,69,39,97,18
watermelon,6,22,679,69,79,39,85,18
watermelon,7,22,730,62,63,40,108,18
watermelon,7,26,521,68,91,31,109,18
watermelon,6,23,765,68,82,30,100,21
watermelon,7,21,585,68,88,44,112,19
watermelon,7,21,736,64,62,31,101,19
watermelon,6,21,738,67,97,50,90,20
watermelon,7,24,716,64,92,40,100,21
watermelon,7,21,796,64,97,40,106,20
watermelon,6,23,666,63,95,49,81,20
watermelon,6,25,507,62,70,49,114,20
watermelon,7,22,516,69,64,30,92,21
watermelon,6,20,509,67,93,45,82,21
watermelon,6,20,670,62,95,49,116,19
watermelon,7,25,584,69,80,36,101,19
watermelon,6,22,785,68,88,42,82,20
watermelon,6,26,604,66,65,39,116,21
watermelon,7,28,682,70,76,33,106,18
watermelon,6,29,562,69,78,44,120,18
watermelon,6,21,680,68,71,38,99,18
watermelon,7,28,647,61,66,41,112,19
watermelon,7,20,565,62,86,31,80,20
watermelon,7,26,527,67,75,37,115,19
watermelon,6,27,588,62,88,35,120,21
watermelon,6,20,532,65,68,35,119,20
watermelon,7,22,778,61,82,48,104,21
watermelon,6,28,589,68,69,32,92,19
watermelon,7,30,572,67,71,46,117,18
watermelon,7,25,591,64,64,45,118,20
watermelon,7,22,781,61,97,31,93,21
watermelon,7,28,702,61,79,37,103,21
watermelon,7,24,665,63,62,33,100,18
watermelon,7,24,701,69,81,48,95,19
